locus_name	description	CAZYName
gene_10670	deoxyhypusinehydroxylase	NA
gene_10669	DNA-directedRNApolymeraseIsubunitRPA12	NA
gene_10673	molybdenumcofactorsynthesisdomain-containingprotein	NA
gene_10674	expressedprotein	NA
gene_10678	expressedprotein	NA
gene_1307	LSMdomain-containingprotein	NA
gene_10677	expressedprotein	NA
gene_10680	hypotheticalprotein	NA
gene_10681	pyridoxamine5'-phosphateoxidase	NA
gene_10682	diphthinesynthase	GT28
gene_1308	DNA-repairproteinrad13	NA
gene_1309	nitratereductase	NA
gene_10692	S-adenosyl-L-methionine-dependentmethyltransferase	AA11
gene_10697	expressedprotein	NA
gene_10698	expressedprotein	NA
gene_10702	ubiquitin-conjugatingenzyme	GT22
gene_10701	expressedprotein	NA
gene_1310	Glycosylhydrolasesfamily31-domaincontainingprotein	GH31_1
gene_10716	Glycosidehydrolasesuperfamily	GH3
gene_10719	hypotheticalprotein	NA
gene_10722	HAD-likedomain-containingprotein	NA
gene_10720	TAMdomainmethyltransferase	CE16
gene_10724	expressedprotein	NA
gene_10721	expressedprotein	NA
gene_53	hypotheticalprotein	NA
gene_10723	expressedprotein	NA
gene_10730	expressedprotein	NA
gene_10732	permease	NA
gene_10737	fungal-specifictranscriptionfactor	NA
gene_10739	ankyrinrepeatandSAMdomain-containingprotein	NA
gene_10738	hypotheticalprotein	NA
gene_10740	hypotheticalprotein	NA
gene_10742	Spc24subunitofNdc80-domaincontainingprotein	NA
gene_10746	miscellaneousZn(II)2Cys6transcriptionfactor	NA
gene_10745	acetylcholinesterase	NA
gene_10750	hypotheticalprotein	NA
gene_10749	expressedprotein	NA
gene_1311	TOS1protein	NA
gene_10756	hypotheticalprotein	NA
gene_10777	expressedprotein	NA
gene_10779	expressedprotein	NA
gene_10781	hypotheticalprotein	NA
gene_10788	hexokinase-7	NA
gene_10789	transcriptionalactivatorxlnR	NA
gene_1314	endoplasmicreticulumtransmembraneprotein	NA
gene_10804	hypotheticalprotein	NA
gene_10809	hypotheticalprotein	NA
gene_10810	dyneinheavychain	NA
gene_10812	acetyltransferase	NA
gene_10811	expressedprotein	NA
gene_54	Ferricreductaseliketransmembranecomponent-domaincontainingprotein	NA
gene_1316	hypotheticalprotein	NA
gene_10826	hypotheticalprotein	NA
gene_10828	Cullinrepeat-like-containingdomainprotein	NA
gene_10831	Fungalspecifictranscriptionfactordomain-domaincontainingprotein	NA
gene_10848	voltagegatedchloridechannel	NA
gene_10850	Alpha/Betahydrolasefold	NA
gene_10851	expressedprotein	NA
gene_10852	expressedprotein	NA
gene_10858	S-adenosyl-L-methionine-dependentmethyltransferase	CE16
gene_1318	naringenin3-dioxygenase	NA
gene_10859	hypotheticalprotein	NA
gene_10861	expressedprotein	NA
gene_10860	expressedprotein	NA
gene_10870	expressedprotein	NA
gene_10872	Ankyrinrepeat-containingdomainprotein	NA
gene_10871	hypotheticalprotein	NA
gene_10889	putativefungal-specifictranscriptionfactor	NA
gene_10893	expressedprotein	NA
gene_10895	histoneacetyltransferaseGCN5	NA
gene_10899	expressedprotein	NA
gene_10900	hypotheticalprotein	NA
gene_10908	Intradiolring-cleavagedioxygenase	NA
gene_57	hypotheticalprotein	NA
gene_10912	hypotheticalprotein	NA
gene_10920	hypotheticalprotein	NA
gene_1322	hypotheticalprotein	NA
gene_10938	expressedprotein	NA
gene_10941	majorfacilitatorsuperfamilytransporter	NA
gene_10944	hypotheticalprotein	NA
gene_10943	fungal-specifictranscriptionfactordomain-containingprotein	NA
gene_10945	hypotheticalprotein	NA
gene_10948	DUF427domain-containingprotein	NA
gene_10950	bystin	NA
gene_10952	GTP-bindingprotein	NA
gene_10954	expressedprotein	NA
gene_10957	hypotheticalprotein	NA
gene_10960	beta-tubulincofactord	NA
gene_10959	expressedprotein	NA
gene_10973	MT-A70family	NA
gene_10976	hypotheticalprotein	NA
gene_10981	ATP-bindingcassettetransporterabc1	NA
gene_10980	ZIPzinctransporter	NA
gene_10983	ATPsynthaseF0	NA
gene_10982	expressedprotein	NA
gene_1324	Putativemethyltransferase-domaincontainingprotein	NA
gene_10998	expressedprotein	NA
gene_10997	hypotheticalprotein	NA
gene_10999	C-typecyclin	NA
gene_11005	Histidinephosphatasesuperfamily	NA
gene_11008	Proteinkinase-likedomain-containingprotein	NA
gene_11006	hypotheticalprotein	NA
gene_11012	ExonucleaseV-a5'deoxyribonuclease-domaincontainingprotein	NA
gene_11013	inositolpolyphosphatemultikinase	NA
gene_11018	secretedprotein	NA
gene_11016	Clp1protein	NA
gene_1327	hypotheticalprotein	NA
gene_11029	aquaporin-2	NA
gene_11061	PLAC8familyprotein	NA
gene_11070	abhydrolase	NA
gene_11071	kynurenine3-monooxygenase	NA
gene_1329	COM1protein	NA
gene_11081	expressedprotein	NA
gene_11086	expressedprotein	NA
gene_11087	expressedprotein	NA
gene_11090	hypotheticalprotein	NA
gene_11110	candidapepsin-3	NA
gene_11111	hypotheticalprotein	NA
gene_11117	galactoseoxidase	AA5_2
gene_11116	hard-surfaceinducedprotein	NA
gene_1330	expressedprotein	NA
gene_11136	hypotheticalprotein	CBM50
gene_11144	acyl-CoAdehydrogenasefamilymember10	CE8
gene_11145	3-oxoacyl-reductase	NA
gene_11148	majorfacilitatorsuperfamilytransporter	NA
gene_11149	high-affinitynicotinicacidtransporter	NA
gene_11156	Domainofunknownfunction(DUF3506)-domaincontainingprotein	NA
gene_11160	hypotheticalprotein	NA
gene_11162	benomyl/methotrexateresistanceprotein	GH31_4
gene_11166	WD40-repeat-containingdomainprotein	NA
gene_11165	quinoneoxidoreductase	NA
gene_11173	expressedprotein	NA
gene_11179	fattyacidtransporterprotein	NA
gene_11178	expressedprotein	NA
gene_11176	Alpha/Betahydrolasefold	NA
gene_11180	mitochondrialperoxiredoxinPRX1	GH18
gene_11184	mybfamilytranscriptionfactor	NA
gene_11189	mRNA-cappingenzymesubunitbeta	NA
gene_11193	chitinase18-4	GH18
gene_11195	hypotheticalprotein	NA
gene_11194	glycerophosphoryldiesterphosphodiesterase	GH18
gene_11196	hypotheticalprotein	NA
gene_11197	expressedprotein	NA
gene_11202	expressedprotein	NA
gene_11204	hypotheticalprotein	NA
gene_11206	expressedprotein	NA
gene_11210	hypotheticalprotein	NA
gene_11211	Rftprotein-domaincontainingprotein	NA
gene_11214	Na+/H+antiporter2	NA
gene_11218	mitoticspindlecheckpointcomponentmad2	NA
gene_11217	hypotheticalprotein	NA
gene_11222	beta%2Cbeta-carotene9%27%2C10%27-dioxygenase	NA
gene_11230	HAD-likedomain-containingprotein	NA
gene_11235	expressedprotein	NA
gene_11237	pre-mRNA-splicingfactorATP-dependentRNAhelicasePRP22	NA
gene_11236	hypotheticalprotein	NA
gene_1341	expressedprotein	NA
gene_1342	hypotheticalprotein	NA
gene_11245	expressedprotein	NA
gene_11249	hypotheticalprotein	NA
gene_1345	expressedprotein	NA
gene_1348	hypotheticalprotein	NA
gene_11256	hypotheticalprotein	NA
gene_11255	VTS1protein	NA
gene_11259	hypotheticalprotein	NA
gene_11258	calpain-7	NA
gene_11260	tRNA-splicingendonucleasesubunitSen15	NA
gene_11261	alpha-L-rhamnosidaseC	GH78
gene_11264	Ferricreductaseliketransmembranecomponent-domaincontainingprotein	NA
gene_11269	Poly(A)polymerasepla1	NA
gene_1350	expressedprotein	NA
gene_1351	expressedprotein	NA
gene_11268	dml-1	NA
gene_11273	hypotheticalprotein	NA
gene_11274	SCA7%2Czinc-bindingdomain-domaincontainingprotein	NA
gene_11276	hypotheticalprotein	NA
gene_11277	Rasguaninenucleotideexchangefactordomain-containingprotein	NA
gene_11279	hypotheticalprotein	NA
gene_11281	peptidyl-prolylcis-transisomerasecyp8	CE16
gene_1353	RasGAP-likeprotein	NA
gene_11280	hypotheticalprotein	NA
gene_11284	serine/threonine-proteinkinaseppk23	GH18
gene_11287	Domainofunknownfunction(DUF4112)-domaincontainingprotein	NA
gene_11293	PHdomain-containingprotein	NA
gene_11297	hypotheticalprotein	NA
gene_11305	ATP-dependentproteaseLadomain-containingprotein	NA
gene_11309	serine/threonine-proteinkinaseppk30	NA
gene_11311	dolichol-phosphatemannosyltransferase	NA
gene_11312	integralmembraneprotein	NA
gene_11315	hypotheticalprotein	NA
gene_11318	hypotheticalprotein	NA
gene_11316	expressedprotein	NA
gene_11320	hypotheticalprotein	NA
gene_11322	hypotheticalprotein	NA
gene_11324	ChromatinassociatedproteinKTI12	NA
gene_1354	majorfacilitatorsuperfamilytransporter	NA
gene_11325	PalH/RIM21-domaincontainingprotein	NA
gene_11327	TLCdomain-containingprotein	NA
gene_11331	expressedprotein	NA
gene_11336	YjeF-relatedproteinN-terminus-domaincontainingprotein	NA
gene_11338	expressedprotein	NA
gene_11337	expressedprotein	NA
gene_11339	Proteintyrosinephosphatase-likeprotein%2CPTPLA-domaincontainingprotein	NA
gene_11348	hypotheticalprotein	NA
gene_11351	expressedprotein	NA
gene_11350	expressedprotein	NA
gene_11352	hypotheticalprotein	NA
gene_11357	cellwallsurfaceanchorsignalprotein	NA
gene_11359	expressedprotein	NA
gene_11361	WSCdomain-containingprotein	NA
gene_11368	expressedprotein	NA
gene_11373	Uncharacterizedconservedprotein(DUF2347)-domaincontainingprotein	NA
gene_11375	hypotheticalprotein	NA
gene_11379	transmembraneprotein	NA
gene_11381	expressedprotein	NA
gene_11382	hypotheticalprotein	NA
gene_11383	hypotheticalprotein	NA
gene_11393	hypotheticalprotein	NA
gene_11395	SMP-30/Gluconolactonase/LRE-likeregion	NA
gene_11394	expressedprotein	NA
gene_11398	hypotheticalprotein	NA
gene_11399	hypotheticalprotein	NA
gene_11404	expressedprotein	NA
gene_11402	Sin3associatedpolypeptidep18	NA
gene_11407	expressedprotein	NA
gene_11408	transcriptionalactivatorMut3p	NA
gene_11410	xaa-Prodipeptidase	NA
gene_11413	hypotheticalprotein	GT57
gene_11418	Mis12protein-domaincontainingprotein	NA
gene_11417	hypotheticalprotein	NA
gene_11420	translationally-controlledtumorprotein	NA
gene_1361	hypotheticalprotein	NA
gene_11422	sphingolipidC4-hydroxylaseSUR2	NA
gene_11423	expressedprotein	NA
gene_11429	Nucleosidephosphorylasedomain-containingprotein	NA
gene_11428	hypotheticalprotein	NA
gene_11430	expressedprotein	NA
gene_11435	hypotheticalprotein	NA
gene_11436	alpha-actinin-3	NA
gene_11438	D-lactatedehydrogenase	NA
gene_11439	hypotheticalprotein	NA
gene_11446	low-affinitypotassiumtransportprotein	NA
gene_11448	Proteinofunknownfunction(DUF1593)-domaincontainingprotein	GH78
gene_11453	OsmCfamilyprotein	NA
gene_11455	expressedprotein	NA
gene_11456	enoyl-CoAhydratase	NA
gene_11465	Pectatelyasesuperfamilyprotein-domaincontainingprotein	GH55_2
gene_11472	majorfacilitatorsuperfamilyprotein	NA
gene_11479	hypotheticalprotein	NA
gene_1365	chromatinassemblyfactor1subunitB	NA
gene_1366	ATP-dependentbileacidpermease	NA
gene_11481	expressedprotein	NA
gene_11483	Proteinofunknownfunction(DUF4238)-domaincontainingprotein	NA
gene_11485	expressedprotein	NA
gene_11487	vonWillebrandandRINGfingerdomain-containingprotein	NA
gene_11491	hypotheticalprotein	NA
gene_11492	UncharacterisedACR%2CYagEfamilyCOG1723-domaincontainingprotein	NA
gene_11493	hypotheticalprotein	NA
gene_11497	PHD-fingerdomain-containingprotein	NA
gene_11501	pinin/SDK/memA/proteinconservedregion-domaincontainingprotein	NA
gene_11502	Alpha/Betahydrolasefold	NA
gene_11503	criptfamilyprotein	NA
gene_11506	phospholipid-transportingATPase	NA
gene_11510	galactosideO-acetyltransferase	GT2
gene_1372	Proteinofunknownfunction(DUF3807)-domaincontainingprotein	NA
gene_11511	protein-S-isoprenylcysteineO-methyltransferase	NA
gene_11516	zincfingerprotein	NA
gene_11520	hypotheticalprotein	NA
gene_11519	hypotheticalprotein	NA
gene_11522	expressedprotein	NA
gene_1374	UVradiationresistanceproteinandautophagy-relatedsubunit14-domaincontainingprotein	NA
gene_11526	DockingdomainofAfi1forArf3invesicletrafficking-domaincontainingprotein	NA
gene_11529	hypotheticalprotein	NA
gene_11532	hypotheticalprotein	NA
gene_11539	smallglutamine-richtetratricopeptiderepeat-containingproteinA	NA
gene_11543	expressedprotein	NA
gene_11545	expressedprotein	NA
gene_11549	hypotheticalprotein	NA
gene_11552	expressedprotein	NA
gene_11553	Domainofunknownfunction(DUF4451)-domaincontainingprotein	NA
gene_1378	DOPA-likedomain-containingprotein	NA
gene_11562	hypotheticalprotein	NA
gene_11560	Pfs%2CNACHTandankyrindomainprotein	NA
gene_1377	40SribosomalproteinS11	NA
gene_11561	FADbindingdomain-containingprotein	NA
gene_11563	camp-dependentproteinkinase	NA
gene_11564	expressedprotein	NA
gene_11566	fungal-specifictranscriptionfactor	NA
gene_11565	hypotheticalprotein	GH134
gene_11567	aminoacidpermease	NA
gene_11575	expressedprotein	NA
gene_11577	hypotheticalprotein	NA
gene_11576	hypotheticalprotein	NA
gene_11583	Mitoticcheckpointregulator%2CMAD2B-interacting-domaincontainingprotein	NA
gene_11584	hypotheticalprotein	NA
gene_11588	expressedprotein	NA
gene_11591	glutamate5-kinase	NA
gene_11593	expressedprotein	NA
gene_11595	metalloproteaseATP23	NA
gene_11603	expressedprotein	NA
gene_11604	expressedprotein	NA
gene_1382	hsp90-likeprotein	NA
gene_11608	expressedprotein	NA
gene_11609	expressedprotein	NA
gene_11611	tyrosine-proteinphosphatasepmp1	NA
gene_11613	PeptidaseS8/S53domain-containingprotein	CBM2
gene_11615	expressedprotein	NA
gene_11621	hypotheticalprotein	NA
gene_11622	expressedprotein	NA
gene_11624	transcriptionfactortau55kDasubunit	NA
gene_11627	Fungalspecifictranscriptionfactordomain-domaincontainingprotein	NA
gene_11631	C2H2typezincfingerdomain-containingprotein	NA
gene_11630	amidase	NA
gene_11632	neutralaminoacidtransporter	NA
gene_11634	hypotheticalprotein	NA
gene_11635	hypotheticalprotein	NA
gene_11638	F-box/LRR-repeatprotein	NA
gene_11640	Nucleosidephosphorylasedomain-containingprotein	NA
gene_11641	hypotheticalprotein	NA
gene_11645	expressedprotein	NA
gene_11649	expressedprotein	NA
gene_11648	expressedprotein	NA
gene_11647	expressedprotein	NA
gene_11643	expressedprotein	NA
gene_11656	hypotheticalprotein	NA
gene_11659	expressedprotein	NA
gene_11662	multidrugresistanceproteinfnx1	NA
gene_1387	SGT1protein-domaincontainingprotein	NA
gene_1389	ubiquinonebiosynthesisproteinCOQ9	NA
gene_11665	MATEeffluxfamilyprotein	NA
gene_11664	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_1388	hypotheticalprotein	NA
gene_11669	expressedprotein	NA
gene_11672	hypotheticalprotein	NA
gene_11674	hypotheticalprotein	NA
gene_11677	expressedprotein	NA
gene_11681	expressedprotein	NA
gene_11684	SPOClikeC-terminaldomain-containingprotein	NA
gene_11685	expressedprotein	NA
gene_11686	hypotheticalprotein	NA
gene_11689	RibosomalproteinL24e-domaincontainingprotein	NA
gene_11691	hypotheticalprotein	NA
gene_11693	hypotheticalprotein	NA
gene_11698	hypotheticalprotein	NA
gene_11699	expressedprotein	NA
gene_11700	hypotheticalprotein	NA
gene_11704	expressedprotein	NA
gene_11710	STEliketranscriptionfactor	NA
gene_11724	SNF2familyATP-dependentchromatin-remodelingfactorsnf21	AA2
gene_1390	expressedprotein	NA
gene_11738	hypotheticalprotein	NA
gene_11739	hypotheticalprotein	NA
gene_11764	expressedprotein	NA
gene_11789	hypotheticalprotein	NA
gene_11793	fungal-specifictranscriptionfactordomain-containingprotein	NA
gene_11797	Generalsubstratetransporter	CE0
gene_11800	expressedprotein	NA
gene_11799	hypotheticalprotein	NA
gene_11801	BARdomain-containingprotein	NA
gene_1392	expressedprotein	NA
gene_11802	cyclinmcs2	NA
gene_11803	FAS1domain-containingprotein	NA
gene_11805	hypotheticalprotein	NA
gene_11812	expressedprotein	NA
gene_11810	arginyl-tRNAsynthetase	NA
gene_11811	hypotheticalprotein	NA
gene_11813	asparaginase	NA
gene_11814	Ribosome60SbiogenesisN-terminal-domaincontainingprotein	NA
gene_11815	mitosisproteindim1	NA
gene_11819	hypotheticalprotein	NA
gene_11829	26Sproteasomeregulatorysubunitrpn-1	GT0
gene_11830	MatE-domaincontainingprotein	GH76
gene_11832	hypotheticalprotein	GT0
gene_11833	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_11834	Alpha/Betahydrolasefold	NA
gene_11843	MOSCN-terminalbetabarreldomain-domaincontainingprotein	NA
gene_11844	expressedprotein	NA
gene_11845	expressedprotein	NA
gene_1397	vacuolemorphologyandinheritanceprotein	NA
gene_1398	hypotheticalprotein	NA
gene_11856	glycosylhydrolase	GH76
gene_11858	expressedprotein	NA
gene_11857	expressedprotein	NA
gene_11865	SH3domain-containingprotein	NA
gene_11867	hypotheticalprotein	NA
gene_11869	Glycosylhydrolase%2Cfive-bladedbeta-propellordomain-containingprotein	GH32
gene_11884	hypotheticalprotein	NA
gene_11893	expressedprotein	NA
gene_11894	Proteinofunknownfunction(DUF3176)-domaincontainingprotein	NA
gene_11909	polyphosphoinositidephosphatase	NA
gene_11910	expressedprotein	NA
gene_11917	expressedprotein	NA
gene_11921	expressedprotein	NA
gene_11929	GDA1/CD39familyprotein	NA
gene_11931	ConservedhypotheticalATPbindingprotein-domaincontainingprotein	NA
gene_11938	HITdomain-containingprotein	NA
gene_11941	expressedprotein	NA
gene_11943	1%2C3-beta-glucansynthasecomponent	GT48
gene_11945	cellwallglucanase	GH17
gene_11947	hypotheticalprotein	NA
gene_11948	expressedprotein	NA
gene_11949	integralmembraneprotein	NA
gene_11955	hypotheticalprotein	NA
gene_11960	sexualdifferentiationprocessproteinisp4	NA
gene_11965	dihydrofolatereductase	NA
gene_11968	hypotheticalprotein	NA
gene_11972	hypotheticalprotein	NA
gene_11970	SETdomain-containingprotein	NA
gene_11974	voltagegatedchloridechannel	NA
gene_11975	NRDE-2%2CnecessaryforRNAinterference-domaincontainingprotein	NA
gene_11976	Eukaryotictranslationinitiationfactor6	NA
gene_11977	expressedprotein	NA
gene_11980	CCR4-NOTtranscriptioncomplexsubunit7	NA
gene_11981	fyv-10	NA
gene_11982	helix-loop-helixDNA-bindingdomain-containingprotein	NA
gene_11983	expressedprotein	NA
gene_11987	hypotheticalprotein	NA
gene_11991	proteinphosphatasePP2AregulatorysubunitA	NA
gene_11992	myotubularin	NA
gene_11995	ichthyin	NA
gene_11996	expressedprotein	NA
gene_12001	expressedprotein	NA
gene_1405	expressedprotein	NA
gene_12005	Pyridinenucleotide-disulphideoxidoreductase-domaincontainingprotein	NA
gene_12012	Generalsubstratetransporter	NA
gene_12015	hypotheticalprotein	NA
gene_12017	voltagegatedchloridechannel	NA
gene_12016	DNAligase	NA
gene_12020	hypotheticalprotein	NA
gene_12030	asparaginyl-tRNAsynthetase	NA
gene_12028	celldivisioncontrolprotein	GT4
gene_12031	RNArecognitiondomain-containingprotein	NA
gene_12033	expressedprotein	NA
gene_62	XFPdomain-containingprotein	NA
gene_12036	GDSLLipase/Acylhydrolasefamilyprotein	NA
gene_12042	DNAexcisionrepairproteinERCC-6	NA
gene_12049	expressedprotein	NA
gene_12050	Domainofunknownfunction(DUF4203)-domaincontainingprotein	NA
gene_12052	beta-glucosidaseA	GH1
gene_12053	hypotheticalprotein	NA
gene_12055	hypotheticalprotein	NA
gene_12060	Glyoxalase/Bleomycinresistanceprotein/Dihydroxybiphenyldioxygenase	GH3
gene_12068	expressedprotein	NA
gene_12081	WDdomain-containingprotein	NA
gene_12083	transmembraneaminoacidtransporter	NA
gene_12087	2%2C3-diketo-5-methylthio-1-phosphopentanephosphatase	NA
gene_12088	Putativemethyltransferase(DUF3321)-domaincontainingprotein	NA
gene_12091	magnesiumtransporterALR1	NA
gene_12094	hypotheticalprotein	NA
gene_12095	tyrosyl-DNAphosphodiesterasedomain-containingprotein	NA
gene_12100	hypotheticalprotein	NA
gene_12101	CAAXprenylprotease	NA
gene_12106	membrane-boundO-acyltransferasedomain-containingprotein	NA
gene_12110	ribosomalproteinS10p/S20e	NA
gene_12112	Armadillo-typefold	NA
gene_12113	metallopeptidasefamilyM24	NA
gene_12116	derlin-2	NA
gene_12118	hypotheticalprotein	NA
gene_12120	RNArecognitionmotif2-domaincontainingprotein	NA
gene_12119	GDP-mannosetransporter	NA
gene_12123	methyltransferaseOMS1	NA
gene_12124	UncharacterizedproteinfamilyUPF0029-domaincontainingprotein	NA
